TotalWork,TotalSetup,SumDuration,SumOperations,ProductionOrders,CycleTime
4.59,11.57,147,15,3,1895
4.9,11.44,193,20,4,2505
4.31,10.75,200,20,4,2123
4.31,10.75,156,15,3,1697
4.31,10.75,199,20,4,2183
3.84,5.84,199,20,4,2649
3.84,5.84,193,20,4,2535
2.62,5.25,149,15,3,2176
2.62,5.25,253,25,5,3585
3.02,8.29,255,25,5,3307
3.02,8.29,147,15,3,1496
3.02,8.29,254,25,5,3359
5.21,10.64,209,20,4,3057
5.21,10.64,147,15,3,1506
5.21,10.64,147,15,3,1931
4.9,10.8,145,15,3,1861
4.9,10.8,209,20,4,2571
5.25,11.44,209,20,4,2888
5.25,11.44,158,15,3,1601
5.25,11.44,149,15,3,1808
4.26,8.43,197,20,4,2468
4.26,8.43,255,25,5,3172
4.77,11.09,158,15,3,2324
4.77,11.09,158,15,3,2054
4.77,11.09,197,20,4,2399
4.83,9.59,158,15,3,2349
4.83,9.59,254,25,5,3461
4.48,11.02,256,25,5,3083
5.3,9.95,149,15,3,1684
3.65,8.22,197,20,4,2185
3.65,8.22,397,40,8,4602
3.65,8.22,199,20,4,2944
4.7,11.33,442,45,9,5372
4.94,11.57,161,15,3,1699
4.94,11.57,255,25,5,3253
4.94,11.57,145,15,3,1950
4.37,12.47,153,15,3,2285
4.52,10.68,245,25,5,2490
4.52,10.68,201,20,4,2215
4.6,10.76,442,45,9,6287
4.48,10.3,145,15,3,1552
4.48,10.3,156,15,3,1635
3.2,7.05,149,15,3,2025
3.2,7.05,199,20,4,2358
3.42,8.44,404,40,8,5761
3.42,8.44,397,40,8,5378
3.42,8.44,147,15,3,1552
3.42,8.44,254,25,5,3680
5,11.14,147,15,3,1683
6.59,11.26,399,40,8,4796
6.59,11.26,417,40,8,6246
6.59,11.26,199,20,4,2218
6.59,11.26,199,20,4,2747
7.02,10.86,253,25,5,3335
7.02,10.86,255,25,5,3425
7.02,10.86,201,20,4,2222
7.4,11.51,161,15,3,2295
7.4,11.51,149,15,3,1582
7.4,11.51,397,40,8,5807
6.95,11.05,201,20,4,2377
6.95,11.05,149,15,3,1817
7.14,11.3,153,15,3,1979
7.14,11.3,254,25,5,2846
6.02,11,397,40,8,5441
6.02,11,256,25,5,3446
6.02,11,253,25,5,2646
6.77,10.71,197,20,4,2025
6.1,10.84,161,15,3,2181
6.1,10.84,147,15,3,1621
5.8,9.29,255,25,5,2875
5.8,9.29,153,15,3,1843
5.62,11.67,397,40,8,5128
5.62,11.67,397,40,8,4229
4.08,7.47,149,15,3,1900
4.08,7.47,147,15,3,1795
5.01,6.94,147,15,3,2086
5.01,6.94,147,15,3,1513
5.01,6.94,199,20,4,2862
2.91,5.76,153,15,3,2211
2.91,5.76,158,15,3,1943
3.2,6.7,201,20,4,2114
3.2,6.7,152,15,3,2218
3.2,6.7,147,15,3,2024
4.02,9.72,147,15,3,2161
4.02,9.72,161,15,3,1909
4.93,8.71,161,15,3,2049
4.93,8.71,417,40,8,5658
4.44,8.6,417,40,8,5412
5.79,9.6,151,15,3,2033
5.79,9.6,161,15,3,2349
5.79,9.6,151,15,3,2186
4.59,8.82,153,15,3,2095
4.59,8.82,149,15,3,1669
4.59,8.82,399,40,8,5971
4.42,10.25,152,15,3,2264
4,9.31,145,15,3,2115
4,9.31,150,15,3,1965
2.5,5.5,151,15,3,1750
2.5,5.5,193,20,4,1990
2.5,5.5,399,40,8,5679
4.28,11.17,399,40,8,4922
4.28,11.17,256,25,5,3598
5.21,9.27,209,20,4,2505
5.21,9.27,156,15,3,1657
5.21,9.27,158,15,3,2105
4.48,9.47,147,15,3,1556
4.48,9.47,156,15,3,2027
4.48,9.47,199,20,4,2269
4.69,9.36,245,25,5,2454
4.69,9.36,156,15,3,2106
4.69,9.36,156,15,3,1710
4.53,8.93,209,20,4,3113
4.53,8.93,149,15,3,2164
4.96,10.26,156,15,3,2013
4.96,10.26,145,15,3,1991
4.54,9.38,199,20,4,2706
4.54,9.38,193,20,4,2637
4.54,9.38,199,20,4,2697
4.45,9.27,417,40,8,5774
4.45,9.27,310,30,6,3207
5.14,9.8,151,15,3,1787
5.14,9.8,254,25,5,2691
5.14,9.8,199,20,4,2432
5.14,9.8,155,15,3,1575
6.5,11.67,417,40,8,4186
4.67,9.03,149,15,3,1608
4.67,9.03,150,15,3,1730
3.6,8.02,156,15,3,2260
3.6,8.02,153,15,3,1565
3.92,9.32,152,15,3,2060
3.92,9.32,245,25,5,3188
3.89,8.89,150,15,3,2185
3.89,8.89,147,15,3,1565
4.52,9.47,254,25,5,3595
4.52,9.47,153,15,3,1870
4.52,9.47,149,15,3,1634
5.32,9.54,153,15,3,1702
6.25,10.5,151,15,3,2155
2.01,5.59,156,15,3,1724
3.41,8.26,255,25,5,2851
3.07,7.59,156,15,3,2000
3.31,8.44,397,40,8,4780
2.78,6.86,147,15,3,1561
2.78,6.86,245,25,5,2660
3.09,7.66,245,25,5,2770
3.09,7.66,256,25,5,3089
4.42,10.62,145,15,3,2084
1.59,4.06,195,20,4,1952
1.83,4.7,199,20,4,2394
1.83,4.7,209,20,4,3054
1.81,4.97,199,20,4,2431
1.81,4.97,161,15,3,2246
1.81,4.97,151,15,3,1740
3.8,6.02,151,15,3,1963
1.67,4.88,153,15,3,1572
1.67,4.88,417,40,8,5840
1.67,4.88,200,20,4,2660
1.67,4.88,161,15,3,2276
4.74,11.03,404,40,8,5645
4.74,11.03,149,15,3,1930
0.98,1.97,145,15,3,1635
1.48,3.98,404,40,8,4929
1.48,3.98,147,15,3,1662
1.48,3.98,195,20,4,2890
3.93,8.61,156,15,3,1858
3.93,8.61,145,15,3,1751
3.93,8.61,417,40,8,5412
2.1,6.22,156,15,3,1624
2.1,6.22,209,20,4,2940
5.3,10.68,197,20,4,2906
5.3,10.68,155,15,3,1928
5.3,10.68,156,15,3,2039
5.3,10.68,254,25,5,3243
4.96,11.02,156,15,3,2261
4.96,11.02,147,15,3,1537
4.96,11.02,255,25,5,2575
4.96,11.02,161,15,3,1844
5.35,11.81,197,20,4,2501
5.35,11.81,442,45,9,6185
6.1,12.29,156,15,3,2228
6.1,12.29,161,15,3,2361
5.87,11.74,151,15,3,2228
5.87,11.74,442,45,9,6623
5.87,11.74,156,15,3,2510
5.87,11.74,152,15,3,1908
5.12,11.75,156,15,3,2185
5.12,11.75,147,15,3,1929
5.12,11.75,404,40,8,5126
5.12,11.75,197,20,4,2520
5.12,11.75,153,15,3,2054
5.12,11.75,155,15,3,1562
5.12,11.75,149,15,3,2091
5.12,11.75,149,15,3,2078
7.52,11.09,200,20,4,2292
6.09,10.49,158,15,3,1702
6.14,11.2,310,30,6,3536
3.2,7.57,209,20,4,2436
3.2,7.57,155,15,3,1837
3.2,7.57,255,25,5,3750
3.28,7.75,397,40,8,5670
3.28,7.75,310,30,6,4150
5.1,11.65,254,25,5,3502
5.1,11.65,404,40,8,4733
5.1,11.65,153,15,3,2169
5.4,11.03,255,25,5,2994
4.34,8.2,399,40,8,4973
3.55,8.97,147,15,3,1544
3.55,8.97,156,15,3,1886
3.07,6.8,150,15,3,2243
3.07,6.8,151,15,3,1628
3.07,6.8,147,15,3,1895
3.07,6.8,158,15,3,2125
3.07,6.8,255,25,5,3475
3.97,7.24,201,20,4,2363
3.97,7.24,152,15,3,1953
3.97,7.24,149,15,3,1734
4.69,10.05,199,20,4,2049
3.83,9.28,193,20,4,2289
3.83,9.28,195,20,4,2543
3.83,9.28,254,25,5,2708
4.32,8.57,149,15,3,2010
4.32,8.57,255,25,5,2751
3.97,9.35,156,15,3,1643
3.97,9.35,153,15,3,1576
4.43,9.93,149,15,3,2076
4.43,9.93,152,15,3,1972
4.43,9.93,145,15,3,2054
4.43,9.93,197,20,4,2528
4.5,7.88,256,25,5,3274
4.55,9.28,155,15,3,2037
4.34,9.02,245,25,5,3373
4.01,8.67,397,40,8,4453
4.01,8.67,158,15,3,1965
4.01,8.67,149,15,3,2165
4.17,10.48,245,25,5,2670
4.17,10.48,158,15,3,1602
4.17,10.48,193,20,4,2681
2.47,6.22,256,25,5,2686
2.47,6.22,161,15,3,2113
1.62,3.82,161,15,3,1948
2.08,5.99,199,20,4,2885
2.08,5.99,253,25,5,2990
3.54,8.68,155,15,3,1823
3.54,8.68,161,15,3,2081
4.01,10.73,417,40,8,5464
4.01,10.73,417,40,8,4707
5.17,11.04,161,15,3,2201
5.17,11.04,197,20,4,2140
5.17,11.04,156,15,3,2296
5.17,11.04,209,20,4,2642
5.17,11.04,310,30,6,4128
5.47,11.96,150,15,3,1639
2.28,5.26,158,15,3,2202
0.08,0.12,255,25,5,3197
0.08,0.12,199,20,4,2892
3.45,8.54,199,20,4,2960
3.45,8.54,245,25,5,3259
3.94,10.27,158,15,3,2362
3.94,10.27,156,15,3,1897
3.94,10.27,197,20,4,2470
3.94,10.27,397,40,8,5716
3.94,10.27,156,15,3,2010
5.21,10.88,199,20,4,2610
5.21,10.88,156,15,3,2103
5.21,10.88,147,15,3,1767
5.14,11.12,255,25,5,3286
4.66,10.8,158,15,3,1708
4.66,10.8,155,15,3,2265
4.66,10.8,149,15,3,2067
4.66,10.8,442,45,9,6062
4.66,10.8,147,15,3,1557
5.9,9.65,442,45,9,4507
5.9,9.65,255,25,5,2699
6.46,11.74,147,15,3,2105
6.46,11.74,199,20,4,2436
6.46,11.74,199,20,4,2163
6.96,10.4,417,40,8,4617
6.96,10.4,151,15,3,2240
6.96,10.4,417,40,8,5163
6.96,10.4,254,25,5,3395
6.96,10.4,149,15,3,1979
6.96,10.4,158,15,3,2087
7.17,10.93,155,15,3,1685
7.17,10.93,253,25,5,2534
7.1,10.45,156,15,3,1862
7.1,10.45,197,20,4,2101
8.14,10.91,199,20,4,2342
8.14,10.91,161,15,3,2355
8.14,10.91,199,20,4,2805
7.72,10.74,156,15,3,2296
5.9,10.86,158,15,3,2286
5.9,10.86,310,30,6,3133
6.56,11.41,151,15,3,1781
6.56,11.41,442,45,9,5980
6.56,11.41,200,20,4,2857
6.44,11.38,442,45,9,5576
6.44,11.38,199,20,4,2820
6.86,9.32,151,15,3,1549
6.86,9.32,200,20,4,2162
6.86,9.32,245,25,5,3410
6.86,9.32,256,25,5,2888
6.16,11.68,150,15,3,2195
5.96,10.68,193,20,4,2325
5.04,10.49,161,15,3,1727
5.04,10.49,158,15,3,1989
5.04,10.49,197,20,4,2824
3.91,8.65,152,15,3,1903
3.91,8.65,147,15,3,2121
3.04,6.85,200,20,4,2190
3.04,6.85,195,20,4,2266
2.16,4.91,151,15,3,1599
2.16,4.91,149,15,3,2203
2.16,4.91,158,15,3,1909
2.16,4.91,161,15,3,1914
3.6,8.99,200,20,4,2957
5.2,11,147,15,3,2068
5.2,11,158,15,3,2055
4.34,7.93,158,15,3,1607
4.34,7.93,310,30,6,4427
4.64,9.57,195,20,4,2517
4.64,9.57,147,15,3,2125
3.37,9.14,201,20,4,2626
2.12,4.4,155,15,3,2078
2.12,4.4,155,15,3,2194
0.71,1.81,195,20,4,2160
2.77,7.2,155,15,3,1827
2.77,7.2,256,25,5,3393
2.77,7.2,209,20,4,2564
3.14,8.49,147,15,3,2067
3.6,9.01,209,20,4,2570
3.99,9.22,156,15,3,2065
3.99,9.22,155,15,3,2196
1.8,4.72,193,20,4,2610
1.8,4.72,158,15,3,1873
3.21,7.33,149,15,3,1841
3.21,7.33,255,25,5,3220
3.21,7.33,404,40,8,4730
3.07,7.56,417,40,8,5632
3.07,7.56,245,25,5,3627
3.07,7.56,245,25,5,3604
3.07,7.56,156,15,3,2262
6.59,11.28,151,15,3,1600
6.75,10.32,197,20,4,2900
6.38,11.29,397,40,8,4277
6.38,11.29,253,25,5,3487
6.38,11.29,149,15,3,1737
6.38,11.29,254,25,5,3454
5.58,10.96,147,15,3,1574
5.57,12.08,197,20,4,2599
5.57,12.08,199,20,4,2818
5.57,12.08,199,20,4,2652
5.57,12.08,310,30,6,4217
5.46,11.62,199,20,4,2503
5.46,11.62,253,25,5,2820
6.01,11.5,417,40,8,5242
5.47,11.52,255,25,5,3640
5.47,11.52,397,40,8,4197
5.47,11.52,417,40,8,5027
7.69,10.71,310,30,6,4148
7.69,10.71,161,15,3,2299
7.69,10.71,149,15,3,2019
7.42,10.76,201,20,4,2602
6.02,10.72,199,20,4,2032
5.28,11.64,150,15,3,1751
5.28,11.64,397,40,8,4691
3.84,8.46,255,25,5,3607
3.84,8.46,156,15,3,2150
3.84,8.46,193,20,4,2173
3.84,8.46,149,15,3,1933
4.81,10.06,310,30,6,3143
5.1,10.29,255,25,5,3577
5.1,10.29,145,15,3,1704
5.1,10.29,151,15,3,2209
5.1,10.29,255,25,5,3769
5.1,10.29,199,20,4,2828
4.4,8.77,150,15,3,2117
5.27,11.08,153,15,3,2148
5.27,11.08,195,20,4,2118
4.8,11.12,255,25,5,2849
3.88,9.29,442,45,9,5006
3.88,9.29,149,15,3,1750
3.49,8.62,149,15,3,1561
3.49,8.62,404,40,8,5574
0.9,2.03,149,15,3,1666
0.9,2.03,255,25,5,2848
0.9,2.03,254,25,5,2660
0.9,2.03,156,15,3,1895
0.9,2.03,200,20,4,2806
4.07,8.4,155,15,3,2001
4.07,8.4,147,15,3,1597
4.55,9.27,156,15,3,1618
4.55,9.27,156,15,3,1920
4.55,9.27,399,40,8,5816
4.55,9.27,149,15,3,1979
4.8,10.08,199,20,4,2747
4.8,10.08,254,25,5,3082
4.8,10.08,209,20,4,2849
5.1,9,199,20,4,2442
5.1,9,200,20,4,2028
5.1,9,399,40,8,5574
4.51,10.6,199,20,4,2583
4.51,10.6,199,20,4,2897
6.35,10.51,149,15,3,2064
6.35,10.51,155,15,3,1683
4.07,8.34,158,15,3,2125
4.07,8.34,255,25,5,2768
4.38,10.72,397,40,8,4473
2.99,8.08,255,25,5,2882
2.99,8.08,149,15,3,1497
2.99,8.08,150,15,3,2033
3.35,7.8,156,15,3,1562
3.64,8.62,149,15,3,1752
2.1,5.2,151,15,3,1613
2.1,5.2,256,25,5,3460
1.51,3.97,404,40,8,4251
1.51,3.97,254,25,5,3030
1.51,3.97,156,15,3,1957
1.51,3.97,201,20,4,2157
1.51,3.97,245,25,5,2697
5.41,10.71,195,20,4,2848
5.41,10.71,310,30,6,3742
4.62,9.73,152,15,3,1619
4.62,9.73,156,15,3,1896
4.78,9.62,255,25,5,2847
2.22,5.46,155,15,3,1734
2.22,5.46,201,20,4,2540
1.83,4.65,199,20,4,2004
1.83,4.65,255,25,5,3526
2.47,6.4,253,25,5,3245
2.47,6.4,253,25,5,3634
4.2,9.98,153,15,3,1788
4.7,8.99,150,15,3,1726
4.7,8.99,149,15,3,2129
4.47,10.27,155,15,3,1741
4.47,10.27,147,15,3,1972
4.47,10.27,145,15,3,2002
5.77,10.85,150,15,3,1685
6.24,11.28,147,15,3,1736
6.24,11.28,399,40,8,5930
6.24,11.28,147,15,3,1843
6.29,11.33,195,20,4,2751
6.29,11.33,255,25,5,2910
6.29,11.33,152,15,3,2001
7.33,11.16,155,15,3,1969
6.01,10.8,201,20,4,2185
6.01,10.8,149,15,3,2197
5.36,9.41,149,15,3,1618
5.36,9.41,152,15,3,1718
3.78,8.38,147,15,3,1627
3.78,8.38,149,15,3,1770
3.77,8.45,256,25,5,3306
3.77,8.45,199,20,4,2014
3.77,8.45,442,45,9,5177
4.86,9.31,156,15,3,1835
4.86,9.31,153,15,3,1737
3.5,8.53,442,45,9,4533
3.5,8.53,199,20,4,2778
4.68,10.12,397,40,8,4597
4.68,10.12,200,20,4,2800
4.68,10.12,404,40,8,4625
4.84,10.82,161,15,3,1673
1.98,4.8,156,15,3,2177
1.98,4.8,155,15,3,2018
2.52,4.33,155,15,3,2006
2.52,4.33,149,15,3,1623
2.52,4.33,199,20,4,2570
2.52,4.33,397,40,8,4305
4.38,8.03,158,15,3,1863
4.38,8.03,147,15,3,2035
4.86,11.6,201,20,4,2678
3.96,9.35,158,15,3,1765
4.12,6.59,254,25,5,3784
2.62,5.62,310,30,6,4338
2.62,5.62,255,25,5,2799
4.06,9.14,255,25,5,3450
4.06,9.14,256,25,5,3053
3.57,9.1,310,30,6,3585
3.57,9.1,253,25,5,3197
3.48,7.82,199,20,4,2335
3.19,7.42,158,15,3,2110
1.54,3.65,255,25,5,3414
1.54,3.65,156,15,3,1958
1.54,3.65,147,15,3,1676
2.71,5.94,147,15,3,1759
2.71,5.94,201,20,4,2946
2.71,5.94,153,15,3,1557
2.71,5.94,442,45,9,6293
3.34,8.78,195,20,4,2915
3.34,8.78,193,20,4,2026
5.34,11.43,156,15,3,1608
5.34,11.43,147,15,3,2089
5.62,11.23,417,40,8,4200
5.62,11.23,201,20,4,2799
5.46,11.49,255,25,5,3651
4.22,10.82,156,15,3,2317
4.22,10.82,417,40,8,4300
3.57,8.33,404,40,8,4423
3.57,8.33,156,15,3,1788
3.57,8.33,397,40,8,5081
3.57,8.33,253,25,5,3692
7.23,11.25,397,40,8,5202
6.21,11.04,147,15,3,2197
6.21,11.04,397,40,8,4074
6.21,11.04,417,40,8,4602
7.02,11.14,417,40,8,5279
7.02,11.14,147,15,3,1610
7.65,8.38,417,40,8,5365
2.84,5.93,161,15,3,2242
2.84,5.93,152,15,3,1890
2.84,5.93,209,20,4,2945
2.84,5.93,255,25,5,3723
2.84,5.93,399,40,8,4393
3.22,9.15,145,15,3,1720
3.22,9.15,245,25,5,3401
2.93,6.71,158,15,3,2125
2.93,6.71,156,15,3,2036
2.93,6.71,255,25,5,3007
2.93,6.71,158,15,3,1703
3.67,8.56,442,45,9,5602
3.67,8.56,245,25,5,2748
3.67,8.56,149,15,3,1753
5.48,10.49,151,15,3,1984
5.26,11.54,442,45,9,5907
5.26,11.54,153,15,3,1832
5.26,11.54,199,20,4,2050
5.26,11.54,193,20,4,2348
5.33,10.75,199,20,4,2249
5.33,10.75,399,40,8,4913
5.33,10.75,161,15,3,1739
5.33,10.75,310,30,6,3736
5.06,10.15,256,25,5,3248
5.95,11.62,151,15,3,1790
5.95,11.62,399,40,8,4419
5.92,11.33,255,25,5,3412
4.73,10.12,417,40,8,4376
4.73,10.12,147,15,3,1933
6.12,11.53,147,15,3,1724
4.34,9.94,153,15,3,1880
4.34,9.94,197,20,4,2174
4.34,9.94,399,40,8,4741
4.34,9.94,310,30,6,4437
3.42,8.14,158,15,3,1843
3.42,8.14,255,25,5,3264
3.42,8.14,442,45,9,4976
5.15,11.85,199,20,4,2182
5.15,11.85,156,15,3,1841
5.69,10.49,201,20,4,2548
5.69,10.49,158,15,3,2348
5.35,9.08,147,15,3,1960
4.76,10.53,404,40,8,5759
3.93,10.16,310,30,6,3101
3.93,10.16,253,25,5,2747
3.93,10.16,158,15,3,2186
3.93,10.16,161,15,3,2302
3.86,8.86,256,25,5,2784
4.24,9.25,145,15,3,1962
3.17,8.56,442,45,9,5941
3.17,8.56,310,30,6,3533
3.17,8.56,156,15,3,2227
3.17,8.56,155,15,3,1625
3.17,8.56,399,40,8,5071
3.17,8.56,310,30,6,4403
5.86,10.76,442,45,9,5391
4.83,10.55,158,15,3,1787
4.83,10.55,253,25,5,3021
4.83,10.55,151,15,3,1707
5.6,11.18,254,25,5,3404
5.6,11.18,150,15,3,2061
5.6,11.09,152,15,3,1524
5.6,11.09,149,15,3,1979
5.6,11.09,156,15,3,1933
5.01,10.25,161,15,3,1876
5.01,10.25,245,25,5,3528
4.57,10.94,255,25,5,3193
4.57,10.94,149,15,3,1957
4.96,10.68,149,15,3,2181
4.96,10.68,404,40,8,5002
4.96,10.68,161,15,3,1792
4.12,10.54,255,25,5,3774
4.12,10.54,147,15,3,1624
4.12,10.54,310,30,6,3690
4.12,10.54,255,25,5,3629
4.12,10.54,156,15,3,1950
5.9,10.35,245,25,5,2574
5.9,10.35,151,15,3,1606
5.96,11.2,255,25,5,3282
5.05,9.33,153,15,3,1577
4.23,8.34,255,25,5,3612
2.99,7.56,153,15,3,2164
1.81,4.57,149,15,3,1782
2.56,6.67,310,30,6,4359
2.56,6.67,201,20,4,2324
3.75,8.6,151,15,3,1915
3.75,8.6,397,40,8,4625
3.75,8.6,255,25,5,3580
4.56,9.7,200,20,4,2631
4.37,10.15,149,15,3,1499
4.12,8.03,158,15,3,2219
2.46,5.77,158,15,3,2133
2.46,5.77,197,20,4,2939
3.15,7.06,310,30,6,4140
1.62,4.82,255,25,5,3609
2.5,6.25,255,25,5,3777
2.5,6.25,199,20,4,2198
2.36,7.37,152,15,3,1592
2.36,7.37,397,40,8,5946
2.38,6.25,150,15,3,1879
2.73,7.33,404,40,8,4064
2.73,7.33,149,15,3,2126
0.68,1.44,310,30,6,4249
0.68,1.44,253,25,5,3645
0.85,2.59,158,15,3,1666
0.85,2.59,152,15,3,1631
0.85,2.59,161,15,3,2015
0.85,2.59,147,15,3,1608
0.85,2.59,245,25,5,2853
0.85,2.59,256,25,5,2697
4.44,9.65,310,30,6,4335
4.44,9.65,150,15,3,1785
4.44,9.65,153,15,3,2068
4.44,9.65,147,15,3,1609
5.08,10.81,200,20,4,2475
6.64,9.7,201,20,4,2590
6.64,9.7,156,15,3,1818
6.64,9.7,199,20,4,2705
3.91,7.48,310,30,6,4444
3.91,7.48,253,25,5,3333
3.91,7.48,209,20,4,2198
3.91,7.48,199,20,4,2043
4.05,9.34,156,15,3,2297
4.05,9.34,193,20,4,2499
4.05,9.34,193,20,4,2702
4.76,9.73,417,40,8,4343
4.76,9.73,151,15,3,2161
4.76,9.73,153,15,3,1794
4.76,9.73,255,25,5,3154
4.98,9.64,151,15,3,1728
4.98,9.64,255,25,5,2744
4.65,9.7,417,40,8,6248
2.92,6.21,253,25,5,2901
2.92,6.21,149,15,3,1797
2.92,6.21,147,15,3,1522
2.67,6.15,256,25,5,2621
2.67,6.15,255,25,5,2653
2.67,6.15,161,15,3,1690
2.67,6.15,399,40,8,5109
2.67,6.15,145,15,3,1488
2.67,6.15,193,20,4,2507
6.09,10.82,200,20,4,2164
6.09,10.82,442,45,9,5633
6.09,10.82,149,15,3,2131
6.09,10.82,209,20,4,2333
7.34,10.9,195,20,4,2407
7.34,10.9,199,20,4,2435
6.5,11.47,404,40,8,5631
6.72,11.6,153,15,3,2085
6.44,11.83,209,20,4,2799
5.36,10.1,152,15,3,2073
5.36,10.1,255,25,5,2852
5.36,10.1,149,15,3,1521
5.36,10.1,209,20,4,2124
4.78,8.5,161,15,3,1979
4.49,11.05,149,15,3,2098
4.49,11.05,152,15,3,2015
4.17,9.68,151,15,3,2131
4.17,9.68,404,40,8,5747
4.17,9.68,417,40,8,5186
4.76,9.57,442,45,9,4594
4.76,9.57,245,25,5,3556
6.28,11.78,147,15,3,1801
6.28,11.78,397,40,8,4257
6.28,11.78,245,25,5,3346
6.59,10.2,156,15,3,1596
6.59,10.2,149,15,3,2036
6.59,10.2,155,15,3,2304
5.71,11.65,245,25,5,3480
5.71,11.65,397,40,8,5333
5.03,10.88,193,20,4,2438
5.03,10.88,151,15,3,2203
5.03,10.88,397,40,8,5450
5.03,10.88,161,15,3,1969
4.95,11.81,145,15,3,1947
4.95,11.81,158,15,3,1673
5.58,11.46,155,15,3,1725
5.58,11.46,151,15,3,1857
5.58,11.46,310,30,6,3410
4.92,10.83,255,25,5,2581
4.28,9.05,200,20,4,2911
3.77,6.72,197,20,4,2592
3.77,6.72,145,15,3,2100
3.77,6.72,151,15,3,1735
4.29,9.24,399,40,8,5786
4.29,9.24,147,15,3,1700
4.28,8.94,310,30,6,4152
4.28,8.94,150,15,3,1835
4.28,8.94,253,25,5,3191
4.24,9.44,150,15,3,2205
4.24,9.44,255,25,5,3550
4.24,9.44,201,20,4,2874
4.34,10.88,197,20,4,2233
4.24,9.88,199,20,4,2777
3.7,9.12,147,15,3,2005
3.7,9.12,201,20,4,2720
3.7,9.12,151,15,3,2253
3.7,9.12,150,15,3,1743
3.1,8.05,152,15,3,1834
3.1,8.05,209,20,4,2100
4.17,8.3,147,15,3,1523
4.17,8.3,161,15,3,2103
4.07,8.06,253,25,5,2883
4.02,9.1,158,15,3,2325
1.56,4.42,149,15,3,1958
1.56,4.42,201,20,4,2548
1.56,4.42,310,30,6,3247
1.56,4.42,201,20,4,2344
1.56,4.42,255,25,5,2587
2.68,5.62,156,15,3,1790
5.56,11.66,254,25,5,2969
5.56,11.66,147,15,3,1604
1.29,3.42,199,20,4,2771
1.29,3.42,255,25,5,2571
1.29,3.42,254,25,5,2918
1.29,3.42,156,15,3,2228
1.29,3.42,417,40,8,4947
3.67,8.82,145,15,3,1829
6.26,9.95,200,20,4,2937
6.26,9.95,158,15,3,1949
6.26,9.95,254,25,5,2820
6.26,9.95,256,25,5,3098
5.98,11.38,442,45,9,5915
6.64,10.88,256,25,5,3446
1.41,3.44,151,15,3,1659
1.41,3.44,195,20,4,2227
1.41,3.44,199,20,4,2000
1.33,3.67,209,20,4,2381
4.08,8.85,199,20,4,2869
3.68,8.68,254,25,5,2589
3.68,8.68,149,15,3,1766
3.43,8.12,397,40,8,5434
3.43,8.12,404,40,8,5138
3.43,8.12,156,15,3,2109
5.38,11.15,399,40,8,4027
5.38,11.15,195,20,4,2358
5.4,11.35,161,15,3,1685
5.4,11.35,197,20,4,2718
5.4,11.35,417,40,8,5558
5.4,11.35,417,40,8,5210
6.38,10.05,256,25,5,3080
6.38,10.05,209,20,4,2275
6.38,10.05,255,25,5,3585
7.51,10.93,150,15,3,2223
7.51,10.93,199,20,4,2809
6.8,11.46,147,15,3,1853
6.8,11.46,151,15,3,2090
5.95,11.23,158,15,3,2275
5.95,11.23,156,15,3,2039
5.95,11.23,145,15,3,1599
6.08,10.75,255,25,5,3464
3.56,8.64,152,15,3,2022
2.18,5.31,147,15,3,1813
2.18,5.31,245,25,5,3002
2.18,5.31,145,15,3,1656
3.58,9.12,199,20,4,2708
3.58,9.12,404,40,8,4395
4.05,8,158,15,3,2347
4.05,8,156,15,3,2076
4.26,9.78,255,25,5,2830
4.26,9.78,255,25,5,3605
4.26,9.78,442,45,9,6518
5.66,10.92,255,25,5,3271
6.51,11.01,193,20,4,2625
5.41,11.79,256,25,5,2709
3.67,7.05,145,15,3,2099
3.67,7.05,150,15,3,1628
3.67,7.05,158,15,3,2141
3.51,6.63,156,15,3,1694
3.51,6.63,152,15,3,1723
3.51,6.63,399,40,8,5688
1.64,4.57,147,15,3,1945
1.64,4.57,193,20,4,2390
4.82,11.02,145,15,3,1607
4.5,9.78,399,40,8,4273
4.5,9.78,161,15,3,1821
4.5,9.78,256,25,5,2835
4.5,9.78,156,15,3,2242
4.24,9.12,158,15,3,1609
4.57,10.25,253,25,5,3111
4.57,10.25,201,20,4,2392
2.91,7.05,404,40,8,4515
2.91,7.05,150,15,3,1605
2.91,7.05,255,25,5,3643
3.72,8.54,147,15,3,2157
3.72,8.54,153,15,3,2218
3.72,8.54,253,25,5,3592
3.72,8.54,199,20,4,2889
5.04,11,149,15,3,2118
5.04,11,155,15,3,2021
5.04,11,201,20,4,2435
3.92,8.96,147,15,3,1749
3.92,8.96,145,15,3,1892
3.92,8.96,253,25,5,2887
3.69,6.88,442,45,9,6000
4.77,9.5,245,25,5,3267
4.77,9.5,161,15,3,2361
4.34,9.05,147,15,3,1471
4.34,9.05,145,15,3,1893
3.81,9.7,149,15,3,2183
3.81,9.7,199,20,4,2594
3.81,9.7,145,15,3,1587
3.28,8.59,256,25,5,3460
3.28,8.59,195,20,4,2806
4.35,8.91,158,15,3,2360
4.35,8.91,399,40,8,4999
5.36,12.15,255,25,5,3678
4.93,10.4,199,20,4,2093
4.93,10.4,151,15,3,2233
4.93,10.4,442,45,9,5948
4.17,10.75,245,25,5,3199
4.17,10.75,310,30,6,4174
4.17,10.75,253,25,5,3192
4.17,10.75,156,15,3,2297
4.17,10.75,442,45,9,6580
6.52,10.26,255,25,5,3678
