TotalWork,TotalSetup,SumDuration,SumOperations,ProductionOrders,CycleTime
6.41,12.7,153,15,3,1595
6.41,12.7,147,15,3,2090
6.85,11.42,150,15,3,2158
6.98,12.62,156,15,3,1633
3.42,7.83,155,15,3,2026
3.42,7.83,195,20,4,2635
3.42,7.83,255,25,5,3474
3.83,9.12,156,15,3,1688
3.83,9.12,149,15,3,1902
4.01,9.44,397,40,8,5065
4.01,9.44,149,15,3,1721
5.46,12.22,151,15,3,1584
5.46,12.22,155,15,3,2106
5.46,12.22,254,25,5,3718
5.46,12.22,256,25,5,3822
5.26,10.29,150,15,3,1534
5.26,10.29,255,25,5,3180
5.76,12.07,256,25,5,2829
5.76,12.07,145,15,3,1948
5.76,12.07,399,40,8,4912
5.75,11.57,199,20,4,2202
5.75,11.57,151,15,3,2212
5.75,11.57,152,15,3,2063
5.75,11.57,147,15,3,2150
5.75,11.57,193,20,4,2625
5.75,11.57,256,25,5,3396
5.68,11.14,147,15,3,1793
5.75,12.54,201,20,4,2949
5.49,10.9,158,15,3,2037
2.99,7.82,149,15,3,1933
1.7,5.27,161,15,3,1933
1.7,5.27,255,25,5,2628
2.94,7.32,149,15,3,2189
4.41,10.08,417,40,8,5167
2.76,7.59,149,15,3,1602
2.76,7.59,161,15,3,1933
2.76,7.59,155,15,3,1904
4.08,9.66,397,40,8,5007
1.54,3.44,253,25,5,3028
0.67,1.71,158,15,3,2143
0.67,1.71,399,40,8,4152
3.44,8.05,161,15,3,1977
3.5,9.02,153,15,3,1661
3.5,9.02,156,15,3,1898
3.5,9.02,195,20,4,2763
3.5,9.02,155,15,3,1761
3.5,9.02,201,20,4,2675
3.57,8.7,197,20,4,2037
4.8,12.8,442,45,9,5435
4.8,12.8,149,15,3,1680
4.8,12.8,417,40,8,4791
5.3,12.34,255,25,5,3366
6.3,12.83,200,20,4,2131
6.3,12.83,199,20,4,2350
5.48,11.02,255,25,5,2678
2.68,6.3,152,15,3,1914
2.68,6.3,156,15,3,1877
2.24,6.77,201,20,4,2201
2.43,4.78,155,15,3,1692
0.08,0.31,149,15,3,2034
0.08,0.31,397,40,8,4952
0.08,0.31,149,15,3,1971
4.14,9.38,201,20,4,2428
3.76,10.03,147,15,3,2180
2.69,5.74,161,15,3,1967
2.69,5.74,254,25,5,3529
2.69,5.74,161,15,3,1654
2.69,5.74,155,15,3,1684
2.69,5.74,147,15,3,2162
4.43,10.24,155,15,3,1963
4.43,10.24,442,45,9,4928
4.43,10.24,255,25,5,3059
5.36,12.22,209,20,4,2969
5.36,12.22,199,20,4,2815
5.72,12.1,201,20,4,2507
4.75,10.31,149,15,3,1791
4.75,10.31,158,15,3,1758
4.75,10.31,199,20,4,2853
4.75,10.31,199,20,4,2441
3.63,10.16,156,15,3,1905
3.63,10.16,193,20,4,2234
3.63,10.16,153,15,3,1669
3.63,10.16,153,15,3,1829
5.54,9.48,417,40,8,5491
5.54,9.48,201,20,4,2236
5.18,10.12,255,25,5,3439
5.18,10.12,256,25,5,3284
5.18,10.12,245,25,5,2967
4.48,10.43,199,20,4,2325
4.48,10.43,153,15,3,2019
4.75,11.9,147,15,3,1650
4.75,11.9,158,15,3,2259
4.75,11.9,200,20,4,2756
5.24,11.95,255,25,5,2856
3.88,7.5,255,25,5,2957
3.88,7.5,151,15,3,1912
0.44,1.07,417,40,8,4629
0.44,1.07,397,40,8,5280
0.44,1.07,404,40,8,5389
0.44,1.07,253,25,5,3396
0.44,1.07,442,45,9,4452
0.44,1.07,161,15,3,2323
6.27,10.94,310,30,6,4281
6.27,10.94,255,25,5,3336
6.27,10.94,245,25,5,3311
8.01,11.1,310,30,6,4118
8.08,10.91,153,15,3,1977
8.08,10.91,153,15,3,1741
7.47,11.79,155,15,3,2250
7.47,11.79,310,30,6,4003
7.3,11.88,197,20,4,2605
5.71,10.26,151,15,3,1759
3.62,10.08,147,15,3,1914
3.62,10.08,200,20,4,2927
3.62,10.08,147,15,3,2011
3.38,7.79,150,15,3,1706
3.38,7.79,147,15,3,1942
4.93,9.86,399,40,8,5705
2.12,3.74,199,20,4,2640
2.12,3.74,152,15,3,2211
2.12,3.74,150,15,3,1513
1.07,2.78,155,15,3,1621
1.07,2.78,145,15,3,2101
2.85,8.18,161,15,3,1822
4.16,8.88,158,15,3,1984
2.66,6.26,199,20,4,2431
2.66,6.26,150,15,3,1779
2.66,6.26,397,40,8,5894
2.66,6.26,155,15,3,2192
2.66,6.26,149,15,3,1808
4.81,9.28,201,20,4,2943
4.81,9.28,417,40,8,5009
4.81,9.28,253,25,5,2659
4.81,9.28,397,40,8,5850
7.31,10.21,253,25,5,3101
7.31,10.21,254,25,5,2694
8.35,10.73,417,40,8,4186
8.35,10.73,155,15,3,1949
7.16,11.18,245,25,5,2661
6.64,12.54,149,15,3,2230
5.23,11.01,155,15,3,2244
5.23,11.01,255,25,5,3331
3.73,9.26,245,25,5,2716
3.44,8.18,158,15,3,1928
3.7,8.66,199,20,4,2172
3.7,8.66,149,15,3,1523
3.7,8.66,147,15,3,1633
2.67,7.23,417,40,8,5276
2.67,7.23,151,15,3,1728
5.57,11.94,404,40,8,4239
5.57,11.94,145,15,3,1705
4.92,11.54,442,45,9,5404
3.92,9.86,199,20,4,2873
3.92,9.86,199,20,4,2586
3.92,9.86,149,15,3,2006
3.92,9.86,145,15,3,1668
2.24,5.58,161,15,3,1691
3.69,8.9,310,30,6,4149
3.69,8.9,147,15,3,2021
4.06,10.35,199,20,4,2217
4.06,10.35,156,15,3,1717
4.19,10.34,145,15,3,2093
1.92,5.19,149,15,3,1874
1.92,5.19,442,45,9,5186
3.57,8.49,158,15,3,1989
3.57,8.49,150,15,3,1647
3.57,8.49,255,25,5,3314
3.57,8.49,156,15,3,1594
3.57,8.49,161,15,3,1874
3.57,8.49,152,15,3,2146
4.32,10.28,255,25,5,3636
4.32,10.28,310,30,6,3286
4.32,10.28,399,40,8,4710
4.32,10.28,151,15,3,1989
6.16,12.75,253,25,5,3464
6.16,12.75,254,25,5,3622
8.64,10.83,404,40,8,5559
8.64,10.83,310,30,6,3411
8.64,10.83,152,15,3,2159
7.71,11.48,195,20,4,2705
7.71,11.48,256,25,5,3704
7.31,11.74,199,20,4,2673
7.31,11.74,201,20,4,2174
6.64,12.11,200,20,4,2017
7.31,11.74,199,20,4,2360
7.31,11.74,200,20,4,2486
7.31,11.74,149,15,3,1590
7.26,10.87,310,30,6,3395
6.66,12.31,195,20,4,2104
6.66,12.31,199,20,4,2166
6.08,11.96,149,15,3,1984
6.08,11.96,149,15,3,1539
6.08,11.96,161,15,3,2053
3.9,9.41,147,15,3,1816
3.9,9.41,158,15,3,2309
3.9,9.41,153,15,3,1909
3.9,9.41,158,15,3,1687
3.27,7.52,255,25,5,3671
3.27,7.52,156,15,3,2257
3.27,7.52,197,20,4,2857
4.46,11.58,255,25,5,3146
4.46,11.58,195,20,4,2910
4.46,11.58,149,15,3,2074
6.35,11.06,200,20,4,2108
6.35,11.06,149,15,3,2221
6.35,11.06,399,40,8,5502
6.3,11.93,152,15,3,1843
6.3,11.93,150,15,3,1773
4.54,11.66,156,15,3,1862
4.54,11.66,254,25,5,2748
4.7,10.34,199,20,4,2460
4.7,10.34,310,30,6,3745
0.7,1.67,255,25,5,3365
0.7,1.67,442,45,9,5454
0.7,1.67,310,30,6,3787
5.11,12.35,256,25,5,3327
5.11,12.35,149,15,3,1710
3.97,8.94,417,40,8,4758
3.97,8.94,145,15,3,1465
3.25,7.7,254,25,5,2789
3.25,7.7,147,15,3,1692
3.25,7.7,195,20,4,2128
3.25,7.7,209,20,4,2850
3.06,8.93,158,15,3,1646
4.12,8.19,152,15,3,2247
4.12,8.19,254,25,5,2921
4.12,8.19,193,20,4,2417
4.12,8.19,199,20,4,2954
4.12,8.19,199,20,4,2589
5.2,11.34,155,15,3,2060
5.2,11.34,199,20,4,2745
5.43,11.64,152,15,3,2136
5.08,10.54,161,15,3,1923
5.08,10.54,442,45,9,4711
5.08,10.54,152,15,3,1760
4.59,10.42,193,20,4,2032
4.67,11.59,310,30,6,4519
4.67,11.59,155,15,3,2269
4.67,11.59,150,15,3,2011
4.95,11.88,158,15,3,1656
4.95,11.88,417,40,8,4403
5.47,11.83,404,40,8,5575
5.23,11.7,158,15,3,2360
4.67,10.8,399,40,8,5701
4.67,10.8,158,15,3,2072
4.26,9.12,156,15,3,1992
4.26,9.12,397,40,8,4006
4.26,9.12,145,15,3,1925
4.26,9.12,158,15,3,2146
4.26,9.12,158,15,3,2001
4.98,12.67,255,25,5,2983
4.98,12.67,158,15,3,2328
4.38,9.94,150,15,3,1621
1.93,4.6,199,20,4,2331
1.96,5.27,155,15,3,2113
2.3,4.72,150,15,3,1891
0.88,2.09,152,15,3,2197
2.52,5.44,158,15,3,1654
1.83,4.66,156,15,3,2011
0.67,2.12,152,15,3,1897
2.67,6.31,201,20,4,2937
1.2,3.38,193,20,4,2853
1.2,3.38,197,20,4,2936
1.2,3.38,245,25,5,2590
3.46,7.91,161,15,3,2230
3.46,7.91,442,45,9,5936
3.46,7.91,255,25,5,3650
5.74,12.09,310,30,6,3770
5.74,12.09,193,20,4,2078
6.25,12.28,200,20,4,2595
6.25,12.28,147,15,3,1820
6.25,12.28,201,20,4,2404
4.82,11.77,158,15,3,1708
4.82,11.77,310,30,6,3397
4.82,11.77,397,40,8,5887
4.82,11.77,153,15,3,1976
6.09,12.17,256,25,5,3464
6.09,12.17,310,30,6,4090
6.09,12.17,255,25,5,3784
6.8,12.22,150,15,3,1511
6.8,12.22,147,15,3,1767
6.8,12.22,209,20,4,2914
6.93,12.05,153,15,3,1975
6.93,12.05,149,15,3,2021
6.93,12.05,404,40,8,4334
6.56,12.07,397,40,8,5748
6.56,12.07,145,15,3,1642
6.56,12.07,156,15,3,2191
6.56,12.07,151,15,3,1620
6.56,12.07,199,20,4,2654
7.5,12.02,156,15,3,2225
7.33,11.83,254,25,5,2880
7.33,11.83,404,40,8,4694
6.98,11.65,195,20,4,1957
0,0,254,25,5,2727
6.98,11.65,245,25,5,2902
6.98,11.65,254,25,5,2783
3.66,7.23,149,15,3,1751
3.66,7.23,145,15,3,1812
5.15,11.99,147,15,3,2170
5.15,11.99,150,15,3,1937
5.15,11.99,255,25,5,3091
5.67,10.43,158,15,3,2010
5.67,10.43,201,20,4,2497
5.05,10.64,149,15,3,2174
4.31,9.91,151,15,3,2016
4.31,9.91,399,40,8,4899
4.31,9.91,255,25,5,3505
4.31,9.91,158,15,3,2290
4.18,9.81,253,25,5,3718
4.18,9.81,155,15,3,1815
4.18,9.81,158,15,3,1986
0.6,1.28,147,15,3,1671
0.6,1.28,149,15,3,1948
0.6,1.28,147,15,3,1668
0.6,1.28,152,15,3,2248
0.6,1.28,442,45,9,5597
3.66,8.64,253,25,5,3505
3.66,8.64,156,15,3,1635
3.66,8.64,417,40,8,6116
3.66,8.64,399,40,8,4194
5.73,11.09,254,25,5,2926
7.41,12.08,151,15,3,1875
7.41,12.08,152,15,3,2198
6.53,12.48,149,15,3,2087
6.53,12.48,397,40,8,4250
6.53,12.48,245,25,5,2974
6.53,12.48,147,15,3,1608
6.82,11.82,310,30,6,4024
6.82,11.82,156,15,3,2102
6.82,11.82,155,15,3,1644
6.2,11.37,151,15,3,1658
6.2,11.37,155,15,3,2071
6.2,11.37,256,25,5,3649
6.3,11.89,152,15,3,1577
6.3,11.89,149,15,3,1941
6.3,11.89,158,15,3,1915
6.3,11.89,245,25,5,2563
6.3,11.89,253,25,5,3180
6.3,11.89,155,15,3,2059
6.34,11.35,253,25,5,3023
6.34,11.35,149,15,3,1598
6.34,11.35,199,20,4,2503
6.34,11.35,152,15,3,1864
6.34,11.35,201,20,4,2963
7.88,10.2,151,15,3,2226
7.3,11.62,158,15,3,2012
7.3,11.62,197,20,4,2388
7.06,11.98,151,15,3,2127
6.69,11.42,255,25,5,3675
4.99,10.93,253,25,5,3784
4.99,10.93,147,15,3,2079
4.08,9.68,158,15,3,1851
4.08,9.68,145,15,3,2121
4.03,8.75,245,25,5,2856
4.03,8.75,256,25,5,3637
3.34,8.77,156,15,3,1652
3.34,8.77,150,15,3,1823
3.87,7.64,153,15,3,2271
3.87,7.64,310,30,6,3907
3.87,7.64,153,15,3,1698
3.87,7.64,156,15,3,2127
4.71,7.94,152,15,3,1713
4.45,10.28,195,20,4,2711
4.45,10.28,155,15,3,2247
4.45,10.28,199,20,4,2226
4.58,10.27,209,20,4,2129
4.58,10.27,199,20,4,2892
4.58,10.27,195,20,4,2728
4.58,10.27,152,15,3,1930
4.58,10.27,201,20,4,2177
4.58,10.27,197,20,4,2095
4.58,10.27,151,15,3,1843
5.1,10.6,201,20,4,2098
5.1,10.6,193,20,4,2714
5.99,11.25,254,25,5,3324
5.99,11.25,149,15,3,2100
5.99,11.25,145,15,3,1609
5.99,11.25,245,25,5,3496
6.24,12.07,145,15,3,2034
6.24,12.07,199,20,4,2011
6.24,12.07,147,15,3,1925
6.24,12.07,399,40,8,5147
6.89,12.1,199,20,4,2429
6.89,12.1,201,20,4,2801
6.89,12.1,442,45,9,6328
8.5,10.95,256,25,5,2759
7.91,10.96,193,20,4,1989
7.91,10.96,195,20,4,2557
7.91,10.96,152,15,3,1712
6.93,12.31,442,45,9,5722
6.93,12.31,158,15,3,2061
6.18,12.52,145,15,3,2002
5.41,11.34,153,15,3,1667
2.04,4.55,158,15,3,1849
2.04,4.55,156,15,3,1859
0.81,2.01,310,30,6,4588
0.81,2.01,200,20,4,2441
0.81,2.01,158,15,3,2270
0.81,2.01,149,15,3,1590
0.81,2.01,158,15,3,1928
3.81,9.72,201,20,4,2532
3.81,9.72,404,40,8,5682
6.01,12.01,145,15,3,1826
5.5,11.92,199,20,4,2690
5.5,11.92,404,40,8,4581
5.5,11.92,245,25,5,2684
5.66,12.56,201,20,4,2820
5.66,12.56,147,15,3,1598
5.82,12.5,149,15,3,2180
4.76,10.79,161,15,3,2315
4.76,10.79,155,15,3,1593
4.76,10.79,255,25,5,2881
4.76,10.79,310,30,6,4301
4.76,10.79,149,15,3,1974
4.12,9.18,199,20,4,2307
4.12,9.18,158,15,3,2058
4.12,9.18,149,15,3,1975
4.12,9.18,158,15,3,1700
5.84,11.75,199,20,4,2206
5.84,11.75,255,25,5,2772
5.84,11.75,417,40,8,5790
5.84,11.75,151,15,3,2041
6.44,11.95,149,15,3,1812
6.22,11.93,199,20,4,2803
3.82,8.94,158,15,3,1785
3.45,8.43,255,25,5,3052
3.45,8.43,256,25,5,2960
3.45,8.43,195,20,4,2795
3.67,8.95,158,15,3,1926
3.67,8.95,161,15,3,2154
3.34,7.71,151,15,3,2130
3.34,7.71,158,15,3,2220
3.34,7.71,399,40,8,4815
3.34,7.71,161,15,3,1960
3.57,8.4,253,25,5,2959
3.57,8.4,310,30,6,3237
3.57,8.4,151,15,3,1647
3.57,8.4,201,20,4,2304
5.17,11.84,147,15,3,1700
5.17,11.84,256,25,5,3572
5.17,11.84,158,15,3,1685
5.17,11.84,254,25,5,3078
5.17,11.84,150,15,3,2237
5.96,12.06,147,15,3,1508
5.96,12.06,149,15,3,1729
5.96,12.06,404,40,8,5115
5.96,12.06,442,45,9,4766
6.91,12.43,193,20,4,2535
6.91,12.43,200,20,4,2986
8.47,10.8,153,15,3,1622
8.47,10.8,254,25,5,3025
8.47,10.8,245,25,5,2872
7.81,11.19,256,25,5,3370
7.81,11.19,255,25,5,3457
8.44,11.24,417,40,8,4571
7.35,12.08,255,25,5,2868
7.35,12.08,149,15,3,1798
7.35,12.08,442,45,9,4476
7.35,12.08,156,15,3,2132
6.09,12.99,147,15,3,2017
6.09,12.99,151,15,3,1566
6.09,12.99,254,25,5,2949
6.09,12.99,245,25,5,3539
6.09,12.99,253,25,5,3457
7.02,11.8,197,20,4,2513
7.02,11.8,149,15,3,1912
7.02,11.8,245,25,5,2911
6.98,11.98,147,15,3,2026
6.98,11.98,153,15,3,1973
6.98,11.98,149,15,3,1984
7.3,11.78,399,40,8,4298
7.3,11.78,151,15,3,2083
7.3,11.78,149,15,3,1855
7.3,11.78,151,15,3,1946
7.3,11.78,149,15,3,1948
7.54,11.86,145,15,3,2008
7.54,11.86,155,15,3,2069
7.36,12.02,156,15,3,2259
7.36,12.02,255,25,5,3707
6.41,13.17,404,40,8,4517
6.41,13.17,209,20,4,2474
6.55,11.62,245,25,5,3404
6.55,11.62,193,20,4,2059
6.51,11.57,150,15,3,1501
4.98,10.04,147,15,3,2135
4.98,10.04,442,45,9,5664
4.77,11.62,193,20,4,2735
4.77,11.62,145,15,3,2029
4.77,11.62,417,40,8,5683
5.86,13.17,310,30,6,4304
5.86,13.17,152,15,3,1587
6.19,12.82,195,20,4,2092
5.73,11.56,199,20,4,2615
5.73,11.56,161,15,3,2310
5.73,11.56,209,20,4,2488
4.26,9.8,161,15,3,2016
4.26,9.8,151,15,3,1755
4.26,9.8,254,25,5,2701
4.8,10.36,156,15,3,1895
4.8,10.36,255,25,5,3727
4.72,10.94,152,15,3,1892
4.04,9.23,255,25,5,3174
4.04,9.23,150,15,3,1829
4.04,9.23,399,40,8,4926
4.04,9.23,153,15,3,2237
4.04,9.23,155,15,3,2006
4.77,10.18,161,15,3,1894
5.79,11.74,147,15,3,1501
5.79,11.74,195,20,4,2290
5.79,11.74,255,25,5,2793
5.79,11.74,147,15,3,1630
5.79,11.74,253,25,5,3518
5.52,11.97,147,15,3,1897
5.52,11.97,158,15,3,1789
5.99,11.54,149,15,3,2015
5.99,11.54,256,25,5,2878
5.42,12.28,417,40,8,5761
5.42,12.28,404,40,8,5230
5.81,12.46,255,25,5,2620
5.81,12.46,199,20,4,2579
6.69,11.87,254,25,5,3773
5.51,11.77,199,20,4,2210
5.51,11.77,149,15,3,1598
5.35,10.38,253,25,5,3658
0.88,1.75,310,30,6,3631
1.74,5.12,404,40,8,4104
3.2,7.48,253,25,5,3429
2.55,6.27,158,15,3,1908
2.55,6.27,145,15,3,1740
1.97,4.67,195,20,4,2675
1.97,4.67,156,15,3,1851
1.97,4.67,158,15,3,2214
2.8,8.25,150,15,3,1644
2.8,8.25,197,20,4,2147
4.62,10.8,156,15,3,2223
4.62,10.8,255,25,5,3344
4.44,10.32,151,15,3,2021
2.76,6.59,161,15,3,1858
2.76,6.59,199,20,4,2181
2.76,6.59,150,15,3,1623
2.76,6.59,197,20,4,2062
1.86,4.7,256,25,5,3397
1.86,4.7,193,20,4,2678
1.86,4.7,399,40,8,4660
4.92,12.05,255,25,5,3814
4.92,12.05,149,15,3,2011
4.92,12.05,147,15,3,1501
4.92,12.05,442,45,9,5865
6.83,12.41,255,25,5,3595
5.92,11.44,161,15,3,2182
5.92,11.44,153,15,3,2294
2.21,5.78,158,15,3,2356
2.21,5.21,255,25,5,3367
2.21,5.21,245,25,5,3449
2.56,6.99,255,25,5,3426
2.56,6.99,155,15,3,1750
3.35,9.15,245,25,5,2503
3.35,9.15,149,15,3,1686
3.87,9.99,199,20,4,2227
3.39,9.06,152,15,3,2062
3.39,9.06,417,40,8,6065
4.43,10.1,156,15,3,1603
3.18,8.19,150,15,3,1641
2.02,5.16,417,40,8,4784
1.8,4.58,245,25,5,2699
1.8,4.58,156,15,3,2087
1.8,4.58,153,15,3,1927
1.44,3.66,158,15,3,2179
1.44,3.66,195,20,4,2680
1.44,3.66,199,20,4,2606
1.44,3.66,397,40,8,4698
1.44,3.66,245,25,5,3552
1.44,3.66,399,40,8,5541
4.88,10.2,193,20,4,2287
6.57,12.36,209,20,4,3035
6.57,12.36,417,40,8,5462
6.31,12.51,199,20,4,2103
6.31,12.51,151,15,3,1970
5.7,11.25,147,15,3,1988
4.4,11.54,442,45,9,6212
4.4,11.54,197,20,4,2864
4.03,8.69,147,15,3,2057
4.03,8.69,195,20,4,1956
4.03,8.69,152,15,3,1632
4.03,8.69,152,15,3,2067
4.58,11.01,201,20,4,2450
4.58,11.01,156,15,3,2093
3.68,9.51,158,15,3,1586
3.51,8.91,155,15,3,1683
3.51,8.91,153,15,3,1598
3.88,8.71,158,15,3,1883
3.88,8.71,152,15,3,1826
3.88,8.71,201,20,4,2056
3.95,8.46,150,15,3,1726
3.26,8.47,158,15,3,2034
3.26,8.47,158,15,3,1689
3.26,8.47,199,20,4,2767
3.26,8.47,209,20,4,2590
4.51,9.28,155,15,3,2266
4.51,9.28,156,15,3,1623
4.51,9.28,404,40,8,4846
4.51,9.28,161,15,3,2064
4.51,9.28,156,15,3,1566
5.51,12.2,255,25,5,3812
5.51,12.2,158,15,3,1657
4.92,11.64,310,30,6,4525
4.92,11.64,310,30,6,3903
5.38,10.63,145,15,3,1948
5.38,10.63,156,15,3,1918
5.38,10.63,255,25,5,2741
2.84,5.73,147,15,3,1792
2.84,5.73,151,15,3,2001
2.84,5.73,255,25,5,3375
4.05,9.88,200,20,4,2731
3.4,7.51,253,25,5,2982
3.4,7.51,145,15,3,1848
2.27,6.01,158,15,3,2100
0.12,0,151,15,3,1904
0.12,6.01,253,25,5,2912
0.12,6.01,197,20,4,2147
2.49,6.4,145,15,3,1517
2.49,6.4,255,25,5,2710
3.5,9.29,256,25,5,2903
3.5,9.29,151,15,3,2129
4.74,11.08,199,20,4,2283
5.14,12.62,151,15,3,1581
5.48,11.95,155,15,3,1618
5.58,12.85,149,15,3,1717
5.58,12.85,201,20,4,2826
5.58,12.85,197,20,4,2499
6.22,11.29,404,40,8,5234
0,0,155,15,3,1879
6.22,11.29,417,40,8,4608
6.22,11.29,399,40,8,5763
6.22,11.29,151,15,3,1820
3.56,8.88,255,25,5,3717
3.56,8.88,310,30,6,3254
3.56,8.88,197,20,4,2288
6.24,11.58,310,30,6,3776
6.24,11.58,149,15,3,1948
6.24,11.58,156,15,3,1730
6.24,11.58,209,20,4,2554
6.66,11.94,147,15,3,2180
6.66,11.94,149,15,3,1621
7.01,11.09,152,15,3,1903
5.78,10.71,161,15,3,2020
5.78,10.71,156,15,3,2083
5.78,10.71,161,15,3,1668
5.78,10.71,256,25,5,3233
4.9,12.09,158,15,3,2107
4.9,12.09,200,20,4,2221
4.9,12.09,254,25,5,3460
4.9,12.09,397,40,8,4294
4.9,12.09,245,25,5,2773
4.9,12.09,193,20,4,2204
4.9,12.09,253,25,5,2940
5.3,11.72,199,20,4,2401
5.3,11.72,197,20,4,2125
5.3,11.72,161,15,3,2389
8.25,11.21,245,25,5,3520
8.25,11.21,156,15,3,2246
8.25,11.21,310,30,6,3180
8.25,11.21,158,15,3,1894
8.25,11.21,253,25,5,3104
8.23,11,156,15,3,2113
8.23,11,254,25,5,2660
8.07,11.08,201,20,4,2861
8.07,11.08,417,40,8,5487
7.36,11.54,156,15,3,2018
7.42,12.04,397,40,8,5668
6.58,12.07,310,30,6,3548
6.58,12.07,199,20,4,2409
6.28,12.3,397,40,8,4896
6.02,12.48,254,25,5,3677
6.02,12.48,199,20,4,2450
6.02,12.48,253,25,5,3400
6.02,12.48,310,30,6,3316
6.02,12.48,245,25,5,3494
5.96,11.3,158,15,3,1967
5.02,12.09,199,20,4,2462
5.02,12.09,199,20,4,2022
5.02,12.09,193,20,4,1993
4.22,11.41,199,20,4,2864
3.45,9.93,193,20,4,2218
3.45,9.93,147,15,3,1870
3.45,9.93,245,25,5,2953
3.32,8.76,209,20,4,2594
3.32,8.76,197,20,4,2079
3.32,8.76,145,15,3,1570
4.92,10.68,147,15,3,1747
4.92,10.68,195,20,4,2538
4.92,10.68,158,15,3,1642
4.92,10.68,152,15,3,1532
4.92,10.68,399,40,8,5033
5.24,11.58,404,40,8,5082
5.24,11.58,149,15,3,2087
5.24,11.58,156,15,3,1794
6.51,11.78,156,15,3,2146
6.51,11.78,147,15,3,1673
6.51,11.78,150,15,3,1603
6.51,11.78,153,15,3,2137
6.51,11.78,245,25,5,3535
6.51,11.78,397,40,8,5534
6.55,12.21,161,15,3,1637
6.55,12.21,399,40,8,4982
6.55,12.21,161,15,3,1975
6.55,12.21,145,15,3,1914
6.53,12.62,195,20,4,2133
6.85,11.81,255,25,5,2622
6.85,11.81,149,15,3,1641
6.85,11.81,156,15,3,1956
6.56,11.73,201,20,4,2078
6.56,11.73,209,20,4,2929
6.56,11.73,404,40,8,5268
6.21,12.35,255,25,5,3807
5.12,11.35,255,25,5,2940
4.67,10.81,199,20,4,2462
4.67,10.81,152,15,3,2243
4.67,10.81,310,30,6,4027
4.67,10.81,256,25,5,3208
4.67,10.81,255,25,5,3363
3.86,10.05,158,15,3,1695
3.86,10.05,310,30,6,3528
3.86,10.05,149,15,3,2072
5.38,12.27,254,25,5,3465
6.09,11.73,245,25,5,2800
5.21,10.29,150,15,3,1623
5.21,10.29,253,25,5,3751
4.4,10.34,149,15,3,1948
4.4,10.34,442,45,9,6540
4.4,10.34,195,20,4,2810
5.25,11.7,150,15,3,1726
5.25,11.7,417,40,8,4544
5.25,11.7,153,15,3,1660
5.84,12.2,150,15,3,2102
5.84,12.2,155,15,3,1829
4.31,9.9,151,15,3,1651
4.31,9.9,256,25,5,3347
3.84,9.04,156,15,3,1753
3.84,9.04,255,25,5,3420
4.3,9.21,254,25,5,2709
4.3,9.21,254,25,5,2675
4.3,9.21,245,25,5,2650
5.01,11,156,15,3,2277
5.46,12.44,245,25,5,2531
5.46,12.44,153,15,3,2119
5.18,11,199,20,4,2794
5.18,11,152,15,3,2217
2.88,8.12,404,40,8,5493
2.88,8.12,254,25,5,3458
4.27,10.12,209,20,4,2688
4.27,10.12,209,20,4,2899
3.15,6.57,255,25,5,3655
3.15,6.57,399,40,8,5620
2.73,6.98,399,40,8,4793
5.88,11.48,200,20,4,2042
5.88,11.48,245,25,5,2887
5.88,11.48,201,20,4,2834
5.88,11.48,147,15,3,1936
4.31,9.97,147,15,3,2058
4.36,9.62,397,40,8,4763
4.36,9.62,442,45,9,6108
5.3,13.09,197,20,4,2021
5.3,13.09,254,25,5,2548
5.3,13.09,151,15,3,1693
5.3,13.09,156,15,3,1978
5.88,12.55,201,20,4,2967
5.88,12.55,153,15,3,1993
5.88,12.55,253,25,5,3526
6.46,12.05,197,20,4,2003
5.73,11.78,150,15,3,1627
4.54,9.29,209,20,4,2257
4.54,9.29,158,15,3,1914
3.02,7.19,156,15,3,2025
3.02,7.19,149,15,3,1781
3.02,7.19,253,25,5,2586
4.15,10.18,145,15,3,1608
5.07,11.07,255,25,5,2600
5.07,11.07,255,25,5,3715
5.07,11.07,156,15,3,2182
5.07,11.07,253,25,5,3776
5.02,11.52,404,40,8,4313
5.02,11.52,255,25,5,2748
4.4,9.86,253,25,5,2909
2.74,6.62,145,15,3,1873
2.74,6.62,255,25,5,3139
3.07,7.65,193,20,4,1931
3.07,7.65,155,15,3,2123
3.07,7.65,199,20,4,2109
3.24,8.17,200,20,4,2600
4.02,9.55,197,20,4,2642
4.02,9.55,158,15,3,1837
4.02,9.55,149,15,3,1566
3.16,7.32,201,20,4,2751
3.16,7.32,201,20,4,2320
3.16,7.32,149,15,3,2105
4.36,9.17,201,20,4,2032
4.36,9.17,253,25,5,2605
4.36,9.17,149,15,3,1803
5.35,8.4,200,20,4,2113
3.71,7.99,255,25,5,3338
3.71,7.99,255,25,5,3760
1.76,3.97,201,20,4,2223
1.76,3.97,158,15,3,2145
3.91,8.97,254,25,5,3177
4.38,10.36,255,25,5,3416
4.38,10.36,199,20,4,2042
4.3,9.24,158,15,3,2154
4.3,9.24,399,40,8,4081
4.3,9.24,255,25,5,3096
4.3,9.24,245,25,5,3390
4.3,9.24,149,15,3,2089
4.09,10.71,152,15,3,2020
5.46,12.3,209,20,4,2611
5.46,12.3,155,15,3,2128
5.25,11.01,161,15,3,2107
5.25,11.01,310,30,6,3689
5.25,11.01,150,15,3,1729
4.88,10.19,153,15,3,1556
4.88,10.19,149,15,3,1520
4.88,10.19,149,15,3,1980
